,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,Survivors,seating_capacity,State,City
33331,20001211X12923,Accident,FTW93LA217,1993-07-24,"COOKSON, OK",United States,44M,TENKILLER LAKE,Non-Fatal,Substantial,Airplane,N65709,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1993,7,24,cessna 172p,172,3.0,4-seater,OK,COOKSON
33332,20001211X12922,Accident,FTW93LA216,1993-07-24,"PURCELL, OK",United States,,,Non-Fatal,Substantial,Airplane,N4884G,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,7,24,cessna 172n,172,2.0,4-seater,OK,PURCELL
33333,20001211X12862,Accident,CHI93LA279,1993-07-24,"BRIDGMAN, MI",United States,,HICKCOX FIELD (PVT),Non-Fatal,Substantial,Airplane,N66155,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1993,7,24,cessna 150m,150,2.0,2-seater,MI,BRIDGMAN
33334,20001211X12859,Accident,CHI93LA275,1993-07-24,"SPARTA, MI",United States,8D4,SPARTA,Non-Fatal,Substantial,Airplane,N95478,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,1993,7,24,piper pa28140,pa-28,3.0,4-seater,MI,SPARTA
33336,20001211X12811,Accident,BFO93LA136A,1993-07-24,"PITTSFIELD, MA",United States,PSF,PITTSFIELD MUNICIPAL,Non-Fatal,Substantial,Airplane,N9044J,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,4.0,VMC,Approach,Probable Cause,1993,7,24,piper pa28180,pa-28,5.0,4-seater,MA,PITTSFIELD
33337,20001211X12775,Accident,ATL93LA133,1993-07-24,"PELION, SC",United States,,,Non-Fatal,Substantial,Airplane,N6197T,cessna,150e,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Cruise,Probable Cause,1993,7,24,cessna 150e,150,1.0,2-seater,SC,PELION
33343,20001211X12826,Accident,CHI93FA274A,1993-07-25,"GOSHEN, IN",United States,,KORPF PRIVATE,Fatal(2),Destroyed,Airplane,N8382M,cessna,a150k,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,7,25,cessna a150k,150,0.0,2-seater,IN,GOSHEN
33349,20001211X12959,Accident,LAX93LA299,1993-07-25,"OCEANO, CA",United States,L52,OCEANO,Non-Fatal,Substantial,Airplane,N6331M,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,1993,7,25,cessna 152,152,1.0,2-seater,CA,OCEANO
33374,20001211X12870,Accident,CHI93LA290,1993-07-27,"TROY, MI",United States,3BB,BIG BEAVER AIRPORT,Non-Fatal,Substantial,Airplane,N40023,piper,pa28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,1993,7,27,piper pa28,pa-28,3.0,4-seater,MI,TROY
33377,20001211X12865,Accident,CHI93LA285,1993-07-27,"CROOKSTON, MN",United States,CKN,KIRKWOOD FIELD,Non-Fatal,Substantial,Airplane,N172ND,piper,pa28,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,7,27,piper pa28,pa-28,2.0,4-seater,MN,CROOKSTON
33382,20001211X13018,Accident,SEA93LA167,1993-07-28,"MONROE, WA",United States,WA38,FIRSTAIR FIELD,Non-Fatal,Substantial,Airplane,N734DL,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1993,7,28,cessna 172n,172,1.0,4-seater,WA,MONROE
33383,20001211X12963,Accident,LAX93LA304,1993-07-28,"SAN CARLOS, CA",United States,SQL,SAN CARLOS,Non-Fatal,Substantial,Airplane,N69208,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,7,28,cessna 152,152,2.0,2-seater,CA,SAN CARLOS
33387,20001211X12762,Accident,ATL93FA136,1993-07-28,"HARVEST, AL",United States,3M4,EPPS AIRPARK,Non-Fatal,Substantial,Airplane,N13738,cessna,172m,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Landing,Probable Cause,1993,7,28,cessna 172m,172,3.0,4-seater,AL,HARVEST
33398,20001211X12827,Accident,CHI93FA302B,1993-07-30,"NORFOLK, NE",United States,OFK,KARL STEFAN MEMORIAL,Fatal(5),Destroyed,Airplane,N33056,piper,pa28r200,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1993,7,30,piper pa28r200,pa-28,0.0,4-seater,NE,NORFOLK
33401,20001211X12970,Accident,LAX93LA312,1993-07-30,"FRESNO, CA",United States,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,Airplane,N3053N,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,7,30,piper pa28181,pa-28,1.0,4-seater,CA,FRESNO
33417,20001211X12905,Accident,DEN93LA094,1993-07-31,"CORPUS CHRISTI, TX",United States,,,Non-Fatal,Substantial,Airplane,N5115B,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,1993,7,31,cessna 152,152,2.0,2-seater,TX,CORPUS CHRISTI
33418,20001211X12903,Accident,DEN93LA092,1993-07-31,"GALVESTON, TX",United States,GLS,SCHOLES FIELD,Non-Fatal,Substantial,Airplane,N8161V,cessna,a150m,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,1993,7,31,cessna a150m,150,1.0,2-seater,TX,GALVESTON
33424,20001211X13260,Accident,SEA93LA168A,1993-08-01,"EPHRATA, WA",United States,EPH,EPHRATA,Non-Fatal,Destroyed,Airplane,N5958J,cessna,a150l,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,1993,8,1,cessna a150l,150,2.0,2-seater,WA,EPHRATA
33429,20001211X13143,Accident,FTW93LA224,1993-08-01,"BALD KNOB, AR",United States,,,Non-Fatal,Substantial,Airplane,N66081,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,8,1,cessna 150m,150,1.0,2-seater,AR,BALD KNOB
33432,20001211X13088,Accident,CHI93LA292,1993-08-01,"MARION, IA",United States,,,Non-Fatal,Substantial,Airplane,N49899,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1993,8,1,cessna 152,152,2.0,2-seater,IA,MARION
33435,20001211X13059,Accident,ATL93LA141,1993-08-01,"WILMINGTON, NC",United States,NONE,PRIVATE,Non-Fatal,Substantial,Airplane,N6255R,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,1,cessna 150f,150,1.0,2-seater,NC,WILMINGTON
33438,20001211X13212,Accident,NYC93FA140,1993-08-02,"PROVINCETOWN, MA",United States,PVC,PROVINCETOWN,Fatal(2),Destroyed,Airplane,N2093A,piper,pa28181,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,1993,8,2,piper pa28181,pa-28,,4-seater,MA,PROVINCETOWN
33442,20001211X13262,Accident,SEA93LA170,1993-08-02,"YELLOW PINE, ID",United States,3U2,JOHNSON CREEK,Non-Fatal,Substantial,Airplane,N9554H,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,1993,8,2,cessna 172m,172,2.0,4-seater,ID,YELLOW PINE
33448,20001211X13128,Accident,DEN93FA097,1993-08-03,"CLINES CORNERS, NM",United States,,,Fatal(1),Destroyed,Airplane,N23459,cessna,172m,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1993,8,3,cessna 172m,172,0.0,4-seater,NM,CLINES CORNERS
33450,20001211X13222,Accident,NYC93LA142,1993-08-03,"EAST BERNE, NY",United States,NY81,HELDEBERG AIRSTRIP,Non-Fatal,Substantial,Airplane,N10489,cessna,152l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1993,8,3,cessna 152l,152,2.0,2-seater,NY,EAST BERNE
33452,20001211X13131,Accident,DEN93LA096,1993-08-03,"TIMPSON, TX",United States,,,Non-Fatal,Substantial,Airplane,N4816B,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,1993,8,3,cessna 152,152,2.0,2-seater,TX,TIMPSON
33453,20001211X13058,Accident,ATL93LA140,1993-08-03,"MANTEO, NC",United States,MQI,DARE COUNTY REGIONAL,Non-Fatal,Substantial,Airplane,N80797,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,3,cessna 172m,172,1.0,4-seater,NC,MANTEO
33454,20001211X13137,Accident,FTW93FA229,1993-08-04,"HOUSTON, TX",United States,,,Fatal(1),Destroyed,Airplane,N24893,cessna,152,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,8,4,cessna 152,152,0.0,2-seater,TX,HOUSTON
33467,20001211X13148,Accident,FTW93LA231,1993-08-06,"SALIDA, CO",United States,,,Non-Fatal,Destroyed,Airplane,N9633B,cessna,172rg,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,8,6,cessna 172rg,172,3.0,4-seater,CO,SALIDA
33472,20001211X13097,Accident,CHI93LA313,1993-08-06,"BLUE RAPIDS, KS",United States,,,Non-Fatal,Substantial,Airplane,N714LZ,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,8,6,cessna 150m,150,1.0,2-seater,KS,BLUE RAPIDS
33473,20001211X13096,Accident,CHI93LA311,1993-08-06,"MILLARD, NE",United States,MLE,MILLARD,Non-Fatal,Substantial,Airplane,N233LC,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1993,8,6,piper pa28r200,pa-28,4.0,4-seater,NE,MILLARD
33482,20001211X13225,Accident,NYC93LA146,1993-08-07,"LEEDS, ME",United States,,,Non-Fatal,Substantial,Airplane,N739EP,cessna,172n,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1993,8,7,cessna 172n,172,2.0,4-seater,ME,LEEDS
33494,20001211X13227,Accident,NYC93LA148,1993-08-08,"FRYEBURG, ME",United States,B20,EASTERNSLOPES,Non-Fatal,Substantial,Airplane,N25211,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,8,cessna 152,152,1.0,2-seater,ME,FRYEBURG
33500,20001211X13170,Accident,LAX93LA317,1993-08-09,"JULIAN, CA",United States,,,Non-Fatal,Destroyed,Airplane,N45552,cessna,150,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,1993,8,9,cessna 150,150,2.0,2-seater,CA,JULIAN
33504,20001211X13200,Accident,MIA93LA173,1993-08-09,"OPA-LOCKA, FL",United States,X46,OPA-LOCKA WEST,Non-Fatal,Substantial,Airplane,N757UY,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1993,8,9,cessna 152,152,1.0,2-seater,FL,OPA-LOCKA
33512,20001211X13099,Accident,CHI93LA315,1993-08-10,"MONTGOMERY, IL",United States,,,Non-Fatal,Substantial,Airplane,N102CF,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,8,10,cessna 152,152,2.0,2-seater,IL,MONTGOMERY
33518,20001211X13201,Accident,MIA93LA174,1993-08-11,"PEMBROKE PINES, FL",United States,,,Non-Fatal,Substantial,Airplane,N7873F,cessna,150f,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1993,8,11,cessna 150f,150,1.0,2-seater,FL,PEMBROKE PINES
33528,20001211X13032,Accident,ANC93LA142,1993-08-12,"BLACK RAPIDS, AK",United States,5BK,BLACK RAPIDS,Non-Fatal,Substantial,Airplane,N65626,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,8,12,cessna 172,172,2.0,4-seater,AK,BLACK RAPIDS
33539,20001211X13215,Accident,NYC93FA158B,1993-08-15,"LINCOLN PARK, NJ",United States,N07,LINCOLN PARK,Fatal(1),Destroyed,Airplane,N96135,cessna,172p,No,1.0,Reciprocating,Personal,1.0,1.0,2.0,0.0,VMC,Approach,Probable Cause,1993,8,15,cessna 172p,172,3.0,4-seater,NJ,LINCOLN PARK
33540,20001211X13215,Accident,NYC93FA158A,1993-08-15,"LINCOLN PARK, NJ",United States,N07,LINCOLN PARK,Fatal(1),Destroyed,Airplane,N5226E,cessna,172n,No,1.0,Reciprocating,Instructional,1.0,1.0,2.0,0.0,VMC,Approach,Probable Cause,1993,8,15,cessna 172n,172,3.0,4-seater,NJ,LINCOLN PARK
33546,20001211X13232,Accident,NYC93LA155,1993-08-15,"LYNDONVILLE, VT",United States,6B8,CALEDONIA COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N2807S,cessna,150g,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Climb,Probable Cause,1993,8,15,cessna 150g,150,1.0,2-seater,VT,LYNDONVILLE
33561,20001211X13108,Accident,CHI93LA326,1993-08-17,"MARSHALL, MN",United States,,,Non-Fatal,Destroyed,Airplane,N4477X,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,IMC,Maneuvering,Probable Cause,1993,8,17,piper pa28140,pa-28,2.0,4-seater,MN,MARSHALL
33567,20001211X13134,Accident,DEN93LA104,1993-08-17,"CARR, CO",United States,NONE,BURNHAM FIELD,Non-Fatal,Substantial,Airplane,N25379,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,17,cessna 152,152,1.0,2-seater,CO,CARR
33568,20001211X13107,Accident,CHI93LA325,1993-08-17,"KEOKUK, IA",United States,,,Non-Fatal,Substantial,Airplane,N47716,cessna,152ii,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1993,8,17,cessna 152ii,152,1.0,2-seater,IA,KEOKUK
33574,20001211X13237,Accident,NYC93LA162,1993-08-18,"MCGAHEYSVILLE, VA",United States,,,Non-Fatal,Substantial,Airplane,N60648,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,1993,8,18,cessna 150,150,2.0,2-seater,VA,MCGAHEYSVILLE
33583,20001211X13238,Accident,NYC93LA163,1993-08-19,"HOPE VALLEY, RI",United States,,,Non-Fatal,Substantial,Airplane,N9845J,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,1993,8,19,cessna 172,172,2.0,4-seater,RI,HOPE VALLEY
33584,20001211X13181,Accident,LAX93LA330,1993-08-19,"SHOWLOW, AZ",United States,,,Non-Fatal,Substantial,Airplane,N9533J,piper,pa28180,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,8,19,piper pa28180,pa-28,2.0,4-seater,AZ,SHOWLOW
33594,20001211X13257,Accident,SEA93FA179,1993-08-21,"LAKE FORK, ID",United States,,,Fatal(1),Destroyed,Airplane,N75644,cessna,172n,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1993,8,21,cessna 172n,172,0.0,4-seater,ID,LAKE FORK
33599,20001211X13183,Accident,LAX93LA332,1993-08-21,"GLENDALE, AZ",United States,GEU,GLENDALE MUNICIPAL,Non-Fatal,Substantial,Airplane,N6596P,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,21,cessna 152,152,1.0,2-seater,AZ,GLENDALE
33605,20001211X13063,Accident,ATL93LA146,1993-08-21,"MONROE, NC",United States,EQY,MONROE AIRPORT,Non-Fatal,Substantial,Airplane,N6933S,cessna,150h,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,1993,8,21,cessna 150h,150,1.0,2-seater,NC,MONROE
33606,20001211X13047,Accident,ANC93LA162,1993-08-21,"KNIK GLACIER, AK",United States,,,Non-Fatal,Substantial,Airplane,N3817S,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,21,cessna 172,172,1.0,4-seater,AK,KNIK GLACIER
33611,20001211X13275,Accident,SEA93LA185,1993-08-22,"GARFIELD, WA",United States,,UNNAMED PRIVATE AIRSTRIP,Non-Fatal,Substantial,Airplane,N22369,cessna,150h,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1993,8,22,cessna 150h,150,1.0,2-seater,WA,GARFIELD
33613,20001211X13244,Accident,NYC93LA171,1993-08-22,"PHILLIPS, ME",United States,10M,RAYMOND,Non-Fatal,Substantial,Airplane,N90441,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1993,8,22,cessna 172,172,3.0,4-seater,ME,PHILLIPS
33617,20001211X13115,Accident,CHI93LA335,1993-08-22,"ROCHESTER, IN",United States,,,Non-Fatal,Substantial,Airplane,N74GT,cessna,150j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,8,22,cessna 150j,150,2.0,2-seater,IN,ROCHESTER
33619,20001211X13112,Accident,CHI93LA332,1993-08-22,"LINCOLN, NE",United States,NE59,PESTER,Non-Fatal,Substantial,Airplane,N80476,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,22,cessna 172m,172,1.0,4-seater,NE,LINCOLN
33625,20001211X13184,Accident,LAX93LA334,1993-08-23,"SACRAMENTO, CA",United States,Q96,NATOMAS FIELD,Non-Fatal,Substantial,Airplane,N9861J,cessna,a150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1993,8,23,cessna a150m,150,2.0,2-seater,CA,SACRAMENTO
33626,20001211X13273,Accident,SEA93LA183,1993-08-24,"ENUMCLAW, WA",United States,51WA,EVERGREEN SKY RANCH,Non-Fatal,Destroyed,Airplane,N9148,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,1993,8,24,piper pa28235,pa-28,3.0,4-seater,WA,ENUMCLAW
33643,20001211X13119,Accident,CHI93LA339,1993-08-26,"CURRYVILLE, MO",United States,,,Non-Fatal,Substantial,Airplane,N25BK,cessna,172l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,8,26,cessna 172l,172,1.0,4-seater,MO,CURRYVILLE
33655,20001211X13161,Accident,FTW93LA248,1993-08-28,"TULSA, OK",United States,,,Non-Fatal,Destroyed,Airplane,N41377,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1993,8,28,piper pa28151,pa-28,4.0,4-seater,OK,TULSA
33659,20001211X13254,Accident,NYC93LA182,1993-08-28,"CORTLAND, NY",United States,N03,CORTLAND COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N63626,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,28,cessna 150m,150,1.0,2-seater,NY,CORTLAND
33663,20001211X13160,Accident,FTW93LA247,1993-08-28,"GRAND PRAIRIE, TX",United States,,,Non-Fatal,Substantial,Airplane,N471FT,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Cruise,Probable Cause,1993,8,28,piper pa28140,pa-28,3.0,4-seater,TX,GRAND PRAIRIE
33664,20001211X13135,Accident,DEN93LA105,1993-08-28,"SANTA FE, NM",United States,,,Non-Fatal,Substantial,Airplane,N65655,cessna,172p,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1993,8,28,cessna 172p,172,2.0,4-seater,NM,SANTA FE
33668,20001211X13034,Accident,ANC93LA145,1993-08-28,"ATIGAN PASS, AK",United States,,,Non-Fatal,Substantial,Airplane,N80303,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,1993,8,28,cessna 172,172,1.0,4-seater,AK,ATIGAN PASS
33672,20001211X13251,Accident,NYC93LA179,1993-08-29,"WEST MIFFLIN, PA",United States,AGC,ALLEGHENY COUNTY,Non-Fatal,Substantial,Airplane,N2572U,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1993,8,29,piper pa28161,pa-28,1.0,4-seater,PA,WEST MIFFLIN
33689,20001211X13474,Accident,SEA93LA189,1993-09-02,"MISSOULA, MT",United States,,,Non-Fatal,Destroyed,Airplane,N3305V,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,1993,9,2,cessna 150m,150,2.0,2-seater,MT,MISSOULA
33699,20001211X13329,Accident,BFO93LA152,1993-09-02,"NEW CARLISLE, OH",United States,I11,ANDY BARNHART,Non-Fatal,Substantial,Airplane,N56975,piper,pa28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,1993,9,2,piper pa28,pa-28,2.0,4-seater,OH,NEW CARLISLE
33713,20001211X13332,Accident,BFO93LA156,1993-09-04,"PEMBROKE, VA",United States,,,Fatal(1),Destroyed,Airplane,N50927,cessna,172p,No,1.0,Reciprocating,Personal,1.0,3.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,9,4,cessna 172p,172,3.0,4-seater,VA,PEMBROKE
33714,20001211X13423,Accident,LAX93LA346,1993-09-04,"CHEMEHUEVI VALY, CA",United States,,,Non-Fatal,Substantial,Airplane,N10669,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1993,9,4,cessna 150l,150,1.0,2-seater,CA,CHEMEHUEVI VALY
33717,20001211X13399,Accident,FTW93LA253,1993-09-04,"WEATHERFORD, TX",United States,,,Non-Fatal,Substantial,Airplane,N23192,cessna,150h,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,1993,9,4,cessna 150h,150,1.0,2-seater,TX,WEATHERFORD
33719,20001211X13341,Accident,BFO93LA165,1993-09-04,"COLUMBIA STN, OH",United States,4G8,COLUMBIA,Non-Fatal,Substantial,Airplane,N2189H,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,Landing,Probable Cause,1993,9,4,piper pa28181,pa-28,3.0,4-seater,OH,COLUMBIA STN
33727,20001211X13301,Accident,ATL93FA150,1993-09-05,"STONE MOUNTAIN, GA",United States,00A,BRITT MEMORIAL,Fatal(1),Destroyed,Airplane,N6312W,piper,pa28140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1993,9,5,piper pa28140,pa-28,1.0,4-seater,GA,STONE MOUNTAIN
33739,20001211X13422,Accident,LAX93LA345,1993-09-06,"AVALON, CA",United States,,,Non-Fatal,Destroyed,Airplane,N4143L,cessna,172g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,1993,9,6,cessna 172g,172,3.0,4-seater,CA,AVALON
33740,20001211X13339,Accident,BFO93LA163,1993-09-06,"STOWE, VT",United States,,,Non-Fatal,Destroyed,Airplane,N6911C,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Climb,Probable Cause,1993,9,6,piper pa28161,pa-28,4.0,4-seater,VT,STOWE
33742,20001211X13478,Accident,SEA93LA193,1993-09-06,"PRICE, UT",United States,,,Non-Fatal,Substantial,Airplane,N8067E,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,1993,9,6,cessna 172n,172,2.0,4-seater,UT,PRICE
33758,20001211X13320,Accident,BFO93FA169,1993-09-10,"GREENBELT, MD",United States,,,Fatal(2),Destroyed,Airplane,N6013J,cessna,a150,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1993,9,10,cessna a150,150,0.0,2-seater,MD,GREENBELT
33760,20001211X13481,Accident,SEA93LA197,1993-09-10,"MERRILL, OR",United States,,,Non-Fatal,Substantial,Airplane,N6114J,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,1993,9,10,piper pa28181,pa-28,1.0,4-seater,OR,MERRILL
33762,20001211X13368,Accident,CHI93LA355,1993-09-10,"DAVISON, MI",United States,6G0,DAVISON-ATHELONE WILLIAMS,Non-Fatal,Substantial,Airplane,N38602,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Cruise,Probable Cause,1993,9,10,piper pa28181,pa-28,4.0,4-seater,MI,DAVISON
33765,20001211X13307,Accident,ATL93LA153,1993-09-10,"ROXBORO, NC",United States,TDF,PERSON COUNTY,Non-Fatal,Substantial,Airplane,N410SF,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1993,9,10,piper pa28140,pa-28,4.0,4-seater,NC,ROXBORO
33768,20001211X13345,Accident,BFO93LA171,1993-09-11,"BYFIELD, MA",United States,NONE,MANTER FIELD,Non-Fatal,Destroyed,Airplane,N4898T,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Climb,Probable Cause,1993,9,11,piper pa28180,pa-28,1.0,4-seater,MA,BYFIELD
33772,20001211X13369,Accident,CHI93LA356,1993-09-11,"CRESCENT, IA",United States,,,Non-Fatal,Substantial,Airplane,N23205,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1993,9,11,cessna 150h,150,2.0,2-seater,IA,CRESCENT
33773,20001211X13344,Accident,BFO93LA170,1993-09-11,"TANGIER ISLAND, VA",United States,TGI,TANGIER ISLAND,Non-Fatal,Substantial,Airplane,N5347J,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Go-around,Probable Cause,1993,9,11,cessna 172n,172,2.0,4-seater,VA,TANGIER ISLAND
